Mercado,Seleção,Tipo de lance,ID da Aposta,Aposta realizada,,Persistência,Probabilidades req.,Aposta (R$),Responsabilidade (R$),Média de probabilidades correspondidas,Lucro/Prejuízo (R$)
Futebol / Inglaterra x Gana / Resultado da partida,Inglaterra,A favor,433160828499,23-jun-26 18:56,,C,6.6,1.00,,6.6,(1.00)
Futebol / Inglaterra x Gana / Resultado da partida,Inglaterra,Contra,433160912479,23-jun-26 18:59,,C,24,0.87,19.14,23,0.87
Futebol / Inglaterra x Gana / Resultado da partida,Inglaterra,A favor,433160926419,23-jun-26 18:59,,C,25,0.54,,25,(0.54)
Futebol / Portugal x Uzbequistão / Resultado da partida,Uzbequistão,Contra,433143351086,23-jun-26 14:02,,C,32,10.74,332.94,32,10.74
Futebol / Portugal x Uzbequistão / Resultado da partida,Uzbequistão,A favor,433143418910,23-jun-26 14:03,,C,32,10.74,,32,(10.74)
Futebol / Portugal x Uzbequistão / Resultado da partida,Empate,Contra,433143844357,23-jun-26 14:08,,C,32,3.23,100.13,32,3.23
Futebol / Portugal x Uzbequistão / Resultado da partida,Empate,A favor,433144586916,23-jun-26 14:17,,C,180,0.57,,190,(0.57)
Futebol / Portugal x Uzbequistão / Resultado da partida,Empate,Contra,433144616951,23-jun-26 14:17,,C,200,3.77,750.23,200,3.77
Futebol / Portugal x Uzbequistão / Resultado da partida,Empate,A favor,433145687369,23-jun-26 14:31,,C,120,6.24,,120,(6.24)
Futebol / Portugal x Uzbequistão / Resultado da partida,Empate,Contra,433145943872,23-jun-26 14:34,,C,90,1.69,150.41,90,1.69
Futebol / Portugal x Uzbequistão / Resultado da partida,Empate,Contra,433145945733,23-jun-26 14:34,,C,85,1.79,150.36,85,1.79
Futebol / Portugal x Uzbequistão / Resultado da partida,Empate,A favor,433146175809,23-jun-26 14:37,,C,90,3.38,,90,(3.38)
Futebol / Portugal x Uzbequistão / Resultado da partida,Empate,Contra,433149311823,23-jun-26 15:16,,C,400,1.88,750.12,400,1.88
Futebol / Portugal x Uzbequistão / Resultado da partida,Empate,A favor,433149546265,23-jun-26 15:18,,C,370,2.03,,370,(2.03)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433143445312,23-jun-26 14:04,,C,3.05,73.17,150.00,3.05,(150.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433143465712,23-jun-26 14:04,,C,3.05,73.17,,3.05,150.00
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433143517622,23-jun-26 14:04,,C,3.1,71.43,150.00,3.1,(150.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433143718148,23-jun-26 14:07,,C,2.02,109.62,,2.02,111.81
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433143746065,23-jun-26 14:07,,C,2.02,49.02,50.00,2.02,(50.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433143746703,23-jun-26 14:07,,C,2,50.00,50.00,2,(50.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433143751992,23-jun-26 14:07,,C,2.04,48.08,50.00,2.04,(50.01)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433143801877,23-jun-26 14:08,,C,2.06,144.22,,2.06,152.87
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433144091500,23-jun-26 14:11,,C,2.18,42.37,50.00,2.18,(50.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433144128914,23-jun-26 14:11,,C,2.2,41.99,,2.2,50.39
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433144235825,23-jun-26 14:13,,C,2.18,42.37,50.00,2.18,(50.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433144238099,23-jun-26 14:13,,C,2.18,42.37,50.00,2.18,(50.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433144323004,23-jun-26 14:14,,C,2.14,6.86,,2.14,7.82
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433144340657,23-jun-26 14:14,,C,2.04,50.00,,2.04,52.00
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433144349412,23-jun-26 14:14,,C,1.99,50.00,,1.99,49.50
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433144358614,23-jun-26 14:14,,C,1.98,50.00,,1.98,49.00
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433144376620,23-jun-26 14:15,,C,2.02,50.00,,2.02,51.00
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433144568435,23-jun-26 14:17,,C,1.47,157.45,74.00,1.47,(74.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433144931267,23-jun-26 14:21,,C,1.45,10.00,,1.45,4.50
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433144955658,23-jun-26 14:21,,C,1.46,10.00,,1.46,4.60
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433144975578,23-jun-26 14:22,,C,1.46,1.00,,1.46,0.46
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433144975942,23-jun-26 14:22,,C,1.46,1.00,,1.46,0.46
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433144976263,23-jun-26 14:22,,C,1.46,1.00,,1.46,0.46
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433144976893,23-jun-26 14:22,,C,1.46,1.00,,1.46,0.46
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433144977401,23-jun-26 14:22,,C,1.46,1.00,,1.46,0.46
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433144977817,23-jun-26 14:22,,C,1.46,1.00,,1.46,0.46
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433145006231,23-jun-26 14:22,,C,1.53,1.89,1.00,1.53,(1.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433145008532,23-jun-26 14:22,,C,1.52,1.92,1.00,1.52,(1.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433145015933,23-jun-26 14:22,,C,1.52,1.92,1.00,1.52,(1.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433145021894,23-jun-26 14:22,,C,1.52,1.92,1.00,1.52,(1.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433145025409,23-jun-26 14:22,,C,1.52,19.16,9.96,1.52,(9.96)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433145072926,23-jun-26 14:23,,C,1.52,19.23,10.00,1.52,(10.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433145336861,23-jun-26 14:26,,C,1.53,21.01,,1.53,11.14
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433145404984,23-jun-26 14:27,,C,1.56,17.86,9.82,1.55,(9.82)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433145420330,23-jun-26 14:27,,C,1.54,18.52,10.00,1.54,(10.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433145655861,23-jun-26 14:30,,C,1.58,35.57,,1.58,20.63
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433145680412,23-jun-26 14:31,,C,1.58,17.24,10.00,1.58,(10.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433145682110,23-jun-26 14:31,,C,1.58,17.24,10.00,1.58,(10.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433145933306,23-jun-26 14:34,,C,1.65,33.02,,1.66,21.79
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433146299167,23-jun-26 14:39,,C,1.2,0.28,0.05,1.19,(0.05)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433149075699,23-jun-26 15:13,,C,1.34,29.41,10.00,1.34,(10.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433149093374,23-jun-26 15:13,,C,1.35,29.19,,1.35,10.22
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,Contra,433149405940,23-jun-26 15:17,,C,1.39,25.64,10.00,1.39,(10.00)
Futebol / Portugal x Uzbequistão / Placar correto,Qualquer outra vitória em casa,A favor,433149640747,23-jun-26 15:19,,C,1.43,24.92,,1.43,10.72
Futebol / Noruega x Senegal / Placar correto,Qualquer outra vitória em casa,Contra,433094515247,22-jun-26 22:09,,C,5.6,32.61,146.74,5.5,32.61
Futebol / Noruega x Senegal / Placar correto,Qualquer outra vitória em casa,A favor,433094518522,22-jun-26 22:09,,C,5.6,32.03,,5.6,(32.03)
Futebol / Noruega x Senegal / Placar correto,Qualquer outra vitória em casa,Contra,433094524491,22-jun-26 22:09,,C,5.5,33.33,149.98,5.5,33.33
Futebol / Noruega x Senegal / Placar correto,Qualquer outra vitória em casa,A favor,433094558362,22-jun-26 22:10,,C,5.7,32.16,,5.7,(32.16)
Futebol / Noruega x Senegal / Placar correto,Qualquer outra vitória em casa,Contra,433094572330,22-jun-26 22:10,,C,5.8,31.25,150.00,5.8,31.25
Futebol / Noruega x Senegal / Placar correto,Qualquer outra vitória em casa,A favor,433094592218,22-jun-26 22:11,,C,5.9,30.72,,5.9,(30.72)
Futebol / Noruega x Senegal / Placar correto,Qualquer outra vitória em casa,Contra,433094596510,22-jun-26 22:11,,C,6,30.00,150.00,6,30.00
Futebol / Noruega x Senegal / Placar correto,Qualquer outra vitória em casa,A favor,433094621080,22-jun-26 22:12,,C,6.6,27.27,,6.6,(27.27)
Futebol / Noruega x Senegal / Placar correto,Qualquer outra vitória em casa,Contra,433094685655,22-jun-26 22:14,,C,6.2,28.85,150.02,6.2,28.85
Futebol / Noruega x Senegal / Placar correto,Qualquer outra vitória em casa,A favor,433094714513,22-jun-26 22:15,,C,6.4,27.95,,6.4,(27.95)
Futebol / Noruega x Senegal / Resultado da partida,Senegal,Contra,433094765923,22-jun-26 22:16,,C,12.5,34.78,399.97,12.5,34.78
Futebol / Noruega x Senegal / Resultado da partida,Senegal,A favor,433094787962,22-jun-26 22:16,,C,75,5.80,,75,(5.80)
Futebol / Noruega x Senegal / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433094816536,22-jun-26 22:17,,C,65,7.81,499.84,65,7.81
Futebol / Noruega x Senegal / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433094847061,22-jun-26 22:18,,C,65,3.13,200.32,65,3.13
Futebol / Noruega x Senegal / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433094886517,22-jun-26 22:20,,C,85,8.37,,85,(8.37)
Futebol / Noruega x Senegal / Resultado da partida,Senegal,Contra,433094900153,22-jun-26 22:20,,C,65,11.72,750.08,65,11.72
Futebol / Noruega x Senegal / Resultado da partida,Senegal,A favor,433094952227,22-jun-26 22:22,,C,75,10.15,,75,(10.15)
Futebol / Noruega x Senegal / Resultado da partida,Senegal,Contra,433094995417,22-jun-26 22:23,,C,90,8.43,750.27,90,8.43
Futebol / Noruega x Senegal / Resultado da partida,Senegal,A favor,433095015869,22-jun-26 22:24,,C,85,8.93,,85,(8.93)
Futebol / Noruega x Senegal / Placar correto,Qualquer outra vitória em casa,Contra,433095085381,22-jun-26 22:26,,C,2.16,6.90,8.00,2.16,6.90
Futebol / Noruega x Senegal / Placar correto,Qualquer outra vitória em casa,A favor,433095109453,22-jun-26 22:26,,C,2.2,6.77,,2.2,(6.77)
Futebol / Noruega x Senegal / Resultado da partida,Empate,Contra,433095235235,22-jun-26 22:31,,C,19.5,8.11,150.04,19.5,8.11
Futebol / Noruega x Senegal / Resultado da partida,Empate,A favor,433095240521,22-jun-26 22:31,,C,19.5,8.11,,19.5,(8.11)
Futebol / Noruega x Senegal / Placar correto,Qualquer outra vitória em casa,Contra,433095248888,22-jun-26 22:32,,C,2.24,6.45,8.00,2.24,6.45
Futebol / Noruega x Senegal / Placar correto,Qualquer outra vitória em casa,A favor,433095266825,22-jun-26 22:32,,C,2.28,6.34,,2.28,(6.34)
Futebol / França x Iraque / Placar correto,Qualquer outra vitória em casa,Contra,433092281073,22-jun-26 21:16,,C,3.05,36.59,75.01,3.05,36.59
Futebol / França x Iraque / Placar correto,Qualquer outra vitória em casa,A favor,433092319987,22-jun-26 21:17,,C,2.98,37.45,,2.98,(37.45)
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087171131,22-jun-26 18:33,,C,46,7.40,333.00,46,7.40
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087179724,22-jun-26 18:34,,C,44,0.47,19.27,42,0.47
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087180611,22-jun-26 18:34,,C,42,0.49,20.09,42,0.49
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087180875,22-jun-26 18:34,,C,40,0.51,19.89,40,0.51
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087181115,22-jun-26 18:34,,C,38,0.54,19.98,38,0.54
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087184713,22-jun-26 18:34,,C,42,0.49,20.09,42,0.49
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087190829,22-jun-26 18:34,,C,42,0.49,20.09,42,0.49
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087194627,22-jun-26 18:34,,C,42,0.49,20.09,42,0.49
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087195737,22-jun-26 18:34,,C,42,0.49,20.09,42,0.49
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087198208,22-jun-26 18:34,,C,42,0.49,20.09,42,0.49
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087206072,22-jun-26 18:34,,C,42,0.49,20.09,42,0.49
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087247826,22-jun-26 18:36,,C,42,0.49,20.09,42,0.49
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087250629,22-jun-26 18:36,,C,42,0.49,20.09,42,0.49
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087255463,22-jun-26 18:36,,C,42,0.49,20.09,42,0.49
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087260013,22-jun-26 18:36,,C,42,0.49,20.09,42,0.49
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087262521,22-jun-26 18:36,,C,42,0.49,20.09,42,0.49
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087269874,22-jun-26 18:37,,C,42,0.49,20.09,42,0.49
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087315490,22-jun-26 18:38,,C,40,0.51,19.89,40,0.51
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087315952,22-jun-26 18:38,,C,38,0.54,19.98,38,0.54
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087321886,22-jun-26 18:38,,C,40,0.51,19.89,40,0.51
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087566119,22-jun-26 18:47,,C,28,0.04,1.08,28,0.04
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087566418,22-jun-26 18:47,,C,29,0.04,1.08,28,0.04
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087566910,22-jun-26 18:47,,C,28,0.04,1.08,28,0.04
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087567191,22-jun-26 18:47,,C,29,0.04,1.08,28,0.04
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087568162,22-jun-26 18:47,,C,29,0.04,1.08,28,0.04
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087568412,22-jun-26 18:47,,C,28,0.04,1.08,28,0.04
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433087569195,22-jun-26 18:47,,C,29,0.04,1.08,28,0.04
Futebol / França x Iraque / Resultado da partida,Empate,A favor,433091897294,22-jun-26 21:09,,C,170,1.00,,170,(1.00)
Futebol / França x Iraque / Resultado da partida,Empate,A favor,433091942933,22-jun-26 21:10,,C,140,1.00,,140,(1.00)
Futebol / França x Iraque / Resultado da partida,Empate,A favor,433091943866,22-jun-26 21:10,,C,130,1.00,,130,(1.00)
Futebol / França x Iraque / Resultado da partida,Empate,A favor,433091998054,22-jun-26 21:11,,C,140,1.00,,140,(1.00)
Futebol / França x Iraque / Resultado da partida,Empate,A favor,433092008825,22-jun-26 21:11,,C,130,1.21,,140,(1.21)
Futebol / França x Iraque / Resultado da partida,Empate,Contra,433092017913,22-jun-26 21:12,,C,170,0.07,11.13,160,0.07
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433065278773,22-jun-26 14:01,,C,8.2,27.78,200.02,8.2,27.78
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433065473751,22-jun-26 14:02,,C,8.6,26.49,,8.6,(26.49)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433066419088,22-jun-26 14:09,,C,9.4,23.81,200.00,9.4,23.81
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433066559244,22-jun-26 14:10,,C,9.6,23.31,,9.6,(23.31)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433066693411,22-jun-26 14:11,,C,9.8,22.73,200.02,9.8,22.73
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433067226692,22-jun-26 14:15,,C,11.5,19.37,,11.5,(19.37)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433067296033,22-jun-26 14:16,,C,12.5,17.39,199.98,12.5,17.39
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433067347640,22-jun-26 14:16,,C,12.5,17.39,,12.5,(17.39)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433067480238,22-jun-26 14:17,,C,13.5,16.00,200.00,13.5,16.00
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433067654640,22-jun-26 14:18,,C,13.5,16.00,,13.5,(16.00)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433068028359,22-jun-26 14:21,,C,16,13.33,199.95,16,13.33
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433069042759,22-jun-26 14:28,,C,17.5,12.19,,17.5,(12.19)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433070073327,22-jun-26 14:35,,C,22,15.86,333.06,22,15.86
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433070215713,22-jun-26 14:36,,C,20,17.44,,20,(17.44)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433070454681,22-jun-26 14:38,,C,24,5.00,115.00,24,5.00
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433070547374,22-jun-26 14:39,,C,8,15.01,,8,(15.01)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433070740011,22-jun-26 14:40,,C,9,25.00,200.00,9,25.00
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433070903781,22-jun-26 14:42,,C,9.2,24.46,,9.4,(24.46)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433070982794,22-jun-26 14:42,,C,10,22.22,199.98,10,22.22
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433071103676,22-jun-26 14:43,,C,10.5,20.69,,10.5,(20.69)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433071216354,22-jun-26 14:44,,C,12,13.64,150.04,12,13.64
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433071227335,22-jun-26 14:44,,C,12,13.64,150.04,12,13.64
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433071720158,22-jun-26 14:48,,C,13,25.18,,13,(25.18)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433071838911,22-jun-26 14:49,,C,14,15.38,199.94,14,15.38
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433071885992,22-jun-26 14:49,,C,13.5,15.95,,13.5,(15.95)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433073856595,22-jun-26 15:10,,C,16,13.33,199.95,16,13.33
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433073934398,22-jun-26 15:11,,C,17.5,12.19,,17.5,(12.19)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433073991427,22-jun-26 15:11,,C,17.5,1.10,18.15,17.5,1.10
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433074009590,22-jun-26 15:11,,C,17.5,1.10,,17.5,(1.10)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433074259022,22-jun-26 15:14,,C,18.5,3.10,54.25,18.5,3.10
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433074319699,22-jun-26 15:14,,C,18.5,0.10,1.75,18.5,0.10
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433074431763,22-jun-26 15:15,,C,19,3.12,,19.2,(3.12)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433074685701,22-jun-26 15:17,,C,22,7.14,149.94,22,7.14
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433074692211,22-jun-26 15:17,,C,22,7.14,149.94,22,7.14
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,Contra,433074697435,22-jun-26 15:17,,C,21,7.50,150.00,21,7.50
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433074887300,22-jun-26 15:18,,C,23,1.00,,23,(1.00)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433074975836,22-jun-26 15:19,,C,24,1.00,,24,(1.00)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433075037659,22-jun-26 15:20,,C,23,1.00,,23,(1.00)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433075053809,22-jun-26 15:20,,C,24,1.00,,24,(1.00)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433075054723,22-jun-26 15:20,,C,25,1.00,,25,(1.00)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433075083767,22-jun-26 15:20,,C,24,1.00,,24,(1.00)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433075095660,22-jun-26 15:20,,C,25,1.00,,25,(1.00)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433075098067,22-jun-26 15:20,,C,24,1.00,,25,(1.00)
Futebol / Argentina x Áustria / Placar correto,Qualquer outra vitória em casa,A favor,433075116112,22-jun-26 15:20,,C,25,11.12,,25,(11.12)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433065478445,22-jun-26 14:02,,C,8.8,25.64,199.99,8.8,25.64
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433066808636,22-jun-26 14:12,,C,8.2,3.47,24.98,8.2,3.47
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433066834261,22-jun-26 14:12,,C,8.4,3.38,25.01,8.4,3.38
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433066857750,22-jun-26 14:12,,C,8.4,3.38,25.01,8.4,3.38
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433067169672,22-jun-26 14:15,,C,7.6,40.90,,7.6,(40.90)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433067231374,22-jun-26 14:15,,C,8.4,6.76,50.02,8.4,6.76
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433067235829,22-jun-26 14:15,,C,8.6,6.58,48.69,8.4,6.58
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433067236917,22-jun-26 14:15,,C,8.4,6.76,48.67,8.2,6.76
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433067238008,22-jun-26 14:15,,C,8.6,6.58,47.38,8.2,6.58
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433067238976,22-jun-26 14:15,,C,8.4,6.76,48.67,8.2,6.76
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433067282247,22-jun-26 14:16,,C,8,7.14,49.98,8,7.14
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433067284171,22-jun-26 14:16,,C,7.8,7.35,49.98,7.8,7.35
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433067396050,22-jun-26 14:16,,C,8.4,1.00,,8.4,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433067396964,22-jun-26 14:16,,C,8.6,1.00,,8.6,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433067440992,22-jun-26 14:17,,C,8.4,1.00,,8.4,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433067565482,22-jun-26 14:17,,C,8.4,1.00,,8.4,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433067589388,22-jun-26 14:18,,C,8.4,1.00,,8.4,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433067648739,22-jun-26 14:18,,C,8.4,1.00,,8.4,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433067836828,22-jun-26 14:19,,C,8.6,1.00,,8.6,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433068076442,22-jun-26 14:21,,C,8,3.57,24.99,8,3.57
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433068078459,22-jun-26 14:21,,C,7.8,3.68,25.02,7.8,3.68
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433068306829,22-jun-26 14:23,,C,7.6,3.79,25.01,7.6,3.79
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433068316792,22-jun-26 14:23,,C,7.6,3.79,25.01,7.6,3.79
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433068338147,22-jun-26 14:23,,C,7.6,3.79,24.26,7.4,3.79
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433068342528,22-jun-26 14:23,,C,7.6,3.79,24.26,7.4,3.79
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433068419839,22-jun-26 14:24,,C,7.8,1.00,,7.8,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433068428641,22-jun-26 14:24,,C,8,1.00,,8,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433068430589,22-jun-26 14:24,,C,8.2,1.00,,8.2,(1.00)
